"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"Light in August","LA","95","95","Jefferson Sheriff's Office","078","2939, 5076","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And he told then about how he was afraid","5305","95.01","192.00","<p>Byron tells Hightower about Brown's interview at the sheriff's office.</p>","Gossip, Law Enforcement","3901, 3890","0","Verbal > Gossip | Verbal > Telling","","","Place > Sheriff's office | Time of Day > Saturday morning","",""
"Light in August","LA","93","95","Cabin at Burden Place","234","2939, 3890","Told","1932-02-01 to 1932-07-31","The Depression (1930-1940)","","","","","","","","","","","","","","He told about how Christmas had been living","5304","93.03","169.00","<p>Byron recreates for Hightower Joe Brown's account of living in the cabin with Christmas, including his discovery of Joe and Joanna's affair.</p>","Gossip, Bootlegging, Violence, Sexual Relationships","3901","0","Emotional > Anger | Verbal > Joking | Verbal > Telling | Verbal > Threat","","","Domestic Space > Cabin | Time of Day > Night","Sexual | Social > Assailant-victim",""
"Light in August","LA","93","93","Jefferson Sheriff's Office","078","2939, 5076, 3903","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","They got the officers and took him to the sheriff’s","5303","93.02","276.00","<p>Byron tells Hightower about Brown's attempt to claim the reward money.</p>","Law Enforcement, Gossip","3890","0","Verbal > Telling","","","Place > Sheriff's office","",""
"Light in August","LA","92","93","Jefferson Courthouse and Square","054","2939, 5076, 4639","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","And they brought Miss Burden to town, and there","5298","92.04","249.00","<p>Byron tells Hightower about the reward for the apprehension of Joanna's murderer.</p>","Law Enforcement, Murder","3901, 4641, 3890","0","Communication > Telegraph | Legal > Will | Verbal > Gossip | Verbal > Telling","","Crime > Bootlegging | Crime > Murder","","","Death > Response to"
"Light in August","LA","92","92","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","I could see the smoke from the mill and I showed","5294","92.03","258.00","<p>Byron tells Hightower about showing Lena the smoke from the fire at Joanna's.</p>","Fire, Gossip","","0","Physical > Burning | Physical > Showing","","","Place > Mill","",""
"Light in August","LA","92","92","Burden Place","012","5076, 5261","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And the sheriff come out, and the fire department come","5293","92.02","246.00","<p>Byron tells Hightower about attempts to put out the fire at the Burden place.</p>","Fire, Law Enforcement","","0","Physical > Burning","","Crime > Arson","","",""
"Light in August","LA","92","92","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","Byron ceases and looks, glances once, at the man","5292","92.01","306.00","<p>Hightower tries to absorb what Byron has told him about Joanna's murder.</p>","Gossip, Violence, Murder, Present_Tense","","0","","","","Domestic Space > Study","",""
"Light in August","LA","91","92","Burden Place","012","2939, 4639, 4640","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“She was lying on the floor. Her head had been","5291","91.02","244.00","<p>Byron tells Hightower about the discovery of Joanna's body.</p>","Decapitation, Violence, Murder, Gossip","5076","0","Physical > Carrying | Verbal > Telling | Violent > Homicide","","","Domestic Space > House | Domestic Space > Yard","",""
"Light in August","LA","91","91","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","He ceases. Then there is no sound in the room","5290","91.01","305.00","<p>Hightower tries to absorb what Byron has told him about Joanna's murder.</p>","Violence, Murder, Gossip, Present_Tense","3901, 4639","0","Verbal > Talking","","","Auditory > Insect sounds","",""
"Light in August","LA","90","91","Burden Place","012","2939, 4639, 4640","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“It was yesterday morning. There was a countryman","5289","90.02","243.00","<p>Byron tells Hightower about the discovery of the fire and Joanna's body.</p>","Fire, Drunkenness, Murder","","0","Physical > Burning | Physical > Climbing stairs | Physical > Discovering | Physical > Restraining | Verbal > Yelling","","Alcohol > Drunkenness","Domestic Space > House | Time of Day > Morning","",""
"Light in August","LA","90","90","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","The sound of music from the distant church","5288","90.01","304.00","<p>During a lull in Byron's story, Hightower tries to absorb what he has heard.</p>","Gossip, Music:Religious, Sound:Insects, Sound:Voice, Present_Tense","","0","Verbal > Talking","","","Auditory > Insect sounds | Domestic Space > Study | Time of Day > Night","",""
"Light in August","LA","89","89","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","Hightower has not moved. He sits erect behind","5287","89.01","303.00","<p>Hightower and Byron discuss what Brown has told the sheriff about Joe Christmas' racial identity.</p>","Violence, Race Relations, Gossip, Present_Tense","2939, 3890","0","Emotional > Denial | Emotional > Fear | Verbal > Telling","Diction > Racist term","Race > Racial identity","Domestic Space > Study | Time of Day > Night","",""
"Light in August","LA","88","88","Beard Hotel","033","2999, 2938, 4638","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And so I didn’t dare leave her alone until she","5286","88.01","279.00","<p>Byron tells Hightower about his efforts to keep Lena from hearing about Joe Brown's involvement in Joanna's murder.</p>","Chivalry, Gossip","2939, 3905","0","Emotional > Worry | Verbal > Gossip | Verbal > Telling","","","Domestic Space > Boarding house | Domestic Space > Parlor","",""
"Light in August","LA","87","88","Jefferson Sheriff's Office","078","2939, 3903","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“That’s what Brown was telling last night. But everybody","5284","87.05","278.00","<p>Byron tells Hightower about Joe Brown's account to the sheriff of his and Christmas' bootlegging, and about the townspeople's reluctance to tell Miss Burden about it.</p>","Bootlegging, Gossip","3901","0","Verbal > Gossip | Verbal > Telling","Diction > Racist term","","","",""
"Light in August","LA","87","87","Jefferson Barbershop","067","2939, 3890, 4635, 4634","Told","1932-06-15 to 1932-07-31","The Depression (1930-1940)","","","","","","","","","","","","","","Like that night in the barbershop and him drunk","5282","87.04","184.00","<p>Byron tells Hightower what he has heard about Brown's public comments on his and Christmas' bootlegging.</p>","Gossip, Bootlegging","","0","Economic > Bootlegging | Verbal > Questioning | Verbal > Telling | Violent > Dragging","","Crime > Bootlegging | Crime > Theft|Robbery","Public > Barber shop | Time of Day > Night","",""
"Light in August","LA","87","87","Jefferson Sheriff's Office","078","2939, 5076, 3903","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","it was all coming out down town at the sheriff’s","5281","87.03","277.00","<p>Byron tells Hightower what he has heard about what Brown told the sheriff about the murder</p>","Gossip, Murder, Law Enforcement","3890","0","Economic > Bootlegging | Verbal > Gossip | Verbal > Telling","","Crime > Bootlegging","Place > Sheriff's office","","Philosophical > Human nature"
"Light in August","LA","87","87","Beard Hotel","033","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And there we was setting, at the very time","5257","87.02","274.00","<p>Byron tells Hightower about how Brown was telling the sheriff his version of the murder as Byron was settling Lena at Mrs. Beard's.</p>","Gossip, Pregnancy","5076","0","","","","","","Time > Simultaneity of time"
"Light in August","LA","87","87","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","“I didn’t dare leave her alone,” Byron says","5256","87.01","302.00","<p>Byron tries to explain his fear of leaving Lena to hear about Lucas Burch's presence near the murder and fire.</p>","Chivalry, Gossip, Present_Tense","2938","0","Perceptual > Listening | Verbal > Explaining","","","Domestic Space > Study","",""
"Light in August","LA","84","87","Beard Hotel","033","4247, 2999, 2938, 4638","Narrated+Consciousness","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","They reached the boarding house at last and entered","5255","84.01","273.00","<p>Lena and Byron arrive at Mrs. Beard's, and he and Mrs. Beard discuss Lena's boarding arrangements.</p>","Lodging, Gossip, Violence, Women's Roles, Italics","2939, 3901, 4423","0","Bodily > Eating supper | Bodily > Pregnancy | Physical > Waiting | Verbal > Discussion | Verbal > Gossip","Typography/Orthography > Italics","","Domestic Space > Boarding house | Time of Day > Supper","Hierarchical > Landlord-tenant",""
"Light in August","LA","83","83","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","He tells it quietly, fumbling, his face lowered","5254","83.03","301.00","<p>Hightower is increasingly alarmed at Byron's feelings for Lena.</p>","Friendship, Love, Pregnancy, Gossip, Present_Tense","","0","Emotional > Denial | Emotional > Dread | Verbal > Telling","","","","",""
"Light in August","LA","83","83","Jefferson Courthouse and Square","054","2999, 2939, 2938, 4423","Remembered","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","It was like something gone through the air","5253","83.02","272.00","<p>Byron remembers the atmosphere on the Square as he took Lena to Mrs. Beard's, all the time trying to keep her from learning about Joanna's murder from the men they pass by.</p>","Gossip, Chivalry, Pregnancy","","0","Mental > Remembering","","","","","Character > Responsibility"
"Light in August","LA","83","83","Hightower House","013","2999","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","And Byron talking quietly, thinking, remembering:","5252","83.01","300.00","<p>Byron continues telling Hightower about taking Lena to Mrs. Beard's.</p>","Pregnancy, Gossip, Friendship, Present_Tense","","0","Mental > Remembering | Mental > Thinking | Verbal > Talking","","","","",""
"Light in August","LA","82","83","Jefferson Courthouse and Square","054","4247, 2999, 2938","Narrated","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","about how he decided after they reached the square","5251","82.04","271.00","<p>Byron finally decided to take Lena to Mrs. Beard's boarding house.</p>","Women's Roles, Pregnancy","","0","Mental > Deciding | Verbal > Telling","","","","",""
"Light in August","LA","82","82","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","And now there begins to come into Hightower’s","5250","82.03","299.00","<p>Hightower begins to dread the nature of Byron's interest in Lena.</p>","Friendship, Gossip, Love, Present_Tense","","0","Emotional > Dread","","","","",""
"Light in August","LA","82","82","Jefferson Courthouse and Square","054","2999, 2938","Narrated","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","about how at six oclock he had still decided","5249","82.02","270.00","<p>Byron couldn't decide what to do about Lena and Lucas.</p>","Gossip, Pregnancy, Charity","","0","Mental > Uncertainty | Movement > Walking","","","","",""
"Light in August","LA","82","82","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","“I still cannot see what you have to worry about","5248","82.01","298.00","<p>Hightower begins to think that Byron has more than a stranger's do-gooder impulses in his reaction to Lena.</p>","Gossip, Charity, Present_Tense","2939, 2938","0","Mental > Speculation | Verbal > Talking","Typography/Orthography > Italics","","","",""
"Light in August","LA","81","82","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“I lied, I reckon. Only in a way it was not","5247","81.05","269.00","<p>Byron tells Hightower about stalling Lena in her search for Lucas.</p>","Gossip, Deceit","2939","0","Emotional > Worry | Verbal > Telling","","","","",""
"Light in August","LA","81","81","Hightower House","013","2999","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","His voice ceases. He appears to contemplate the floor","5246","81.04","297.00","<p>Byron pauses before telling Hightower that he lied to Lena.</p>","Deceit, Gossip, Present_Tense","","0","Mental > Contemplation","","","","",""
"Light in August","LA","81","81","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And she set there all the evening while I","5245","81.03","268.00","<p>Byron tells Hightower about Lena's behavior after figuring out that Lucas Burch is Joe Brown.</p>","Gossip, Pregnancy, Abandonment","","0","Verbal > Telling","","","","",""
"Light in August","LA","81","81","Hightower House","013","2999, 3905, 4402","Narrated+Consciousness","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","He is not looking at the other now. Through","5244","81.02","296.00","<p>Byron contemplates Hightower while hearing the choir rehearsal at his friend's former church.</p>","Friendship, Music_Religious, Present_Tense","","0","Mental > Speculation","Typography/Orthography > Italics | Typography/Orthography > Spacing","","","",""
"Light in August","LA","81","81","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And so I had already told her before I knew","5243","81.01","266.00","<p>Byron describes his reaction to inadvertently identifying Lucas Burch.</p>","Gossip, Recognition","","0","Verbal > Telling","","","","",""
"Light in August","LA","80","81","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","<p>JBP: Another change from my earlier breakdown, to change from N+C to simply narrated -- there is no italicized rumination in this passage.<br />
TMT:  Agreed.</p>","","","","","","","","","","","","","“And Brown is the man,” Hightower says. He sits","5242","80.04","295.00","<p>Byron watches Hightower's reaction to the revelation that Joe Brown and Lucas Burch are the same man.</p>","Gossip, Recognition","2939, 2938","0","Mental > Understanding | Verbal > Talking","","","","",""
"Light in August","LA","80","80","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“And there she was, sitting there on them staves","5241","80.03","265.00","<p>Byron tells Hightower about Lena's recognition of Lucas Burch.</p>","Gossip, Deception, Recognition","2939","0","Verbal > Questioning | Verbal > Telling","","","","",""
"Light in August","LA","80","80","Hightower House","013","2999","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","He muses. He speaks again:","5240","80.02","294.00","<p>Byron thinks about Lena's response to his description of Joe Brown.</p>","Gossip, Recognition, Disguise, Present_Tense","","0","Mental > Thinking | Verbal > Talking","","","","",""
"Light in August","LA","79","80","Jefferson Courthouse and Square","054","2939, 3901, 3890, 3903","Told","1932-03-01 to 1932-07-31","The Depression (1930-1940)","","","","","","","","","","","","","","“I reckon they got along. They were selling whiskey","5239","79.03","175.00","<p>Byron tells Hightower about what the town knows about Christmas' bootlegging business, including the time he slapped Brown in public for ""bragging to a crowd in the barbershop "" (80) about one misadventure.</p>","Gossip, Bootlegging, Violence","","0","Economic > Bootlegging | Verbal > Telling","","","","",""
"Light in August","LA","79","79","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","“Oh,” Hightower said. “But I dont see. . . . . . . If they","5238","79.02","293.00","<p>Hightower is confused by what Byron says about Christmas and ""Brown"" living on the Burden place.</p>","Gossip","2939, 3901, 3890","0","Mental > Confusion","Typography/Orthography > Spacing","","","",""
"Light in August","LA","79","79","Cabin at Burden Place","234","2939, 3890","Told","1929-08-07 to 1932-02-29","The Depression (1930-1940)","<p>JBP: I made a couple of changes here from what I originally said via email. I changed the location to Joe Christmas Cabin (instead of Burden Place) because it is where JC and LB boarded, and I think I erred in my character initials -- I had JB (Joanna) but that should have been JC.<br />
TMT:  Agreed.</p>","","","","","","","","","","","","","“No. In a old nigger cabin in the back.","5237","79.01","149.00","<p>Byron tells Hightower how Joe Christmas came to live in the cabin on the Burden place.</p>","Gossip","","0","Verbal > Telling","","","","",""
"Light in August","LA","78","79","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","“Oh,” Hightower says. “The house that burned yesterday.","5236","78.03","292.00","<p>Byron and Hightower discuss what the two of them know about the Burden house.</p>","Gossip, Fire, Present_Tense","2939, 3901, 3890, 4602","0","Verbal > Discussion","","","","",""
"Light in August","LA","78","78","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“I reckon I told her, all right, I reckon it aint","5235","78.02","264.00","<p>Byron tells Hightower how he inadvertently identified Lucas Burch to Lena.</p>","Gossip, Love","","0","Verbal > Telling","","","","",""
"Light in August","LA","78","78","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","He grimaces faintly. It is not a smile.","5234","78.01","291.00","<p>Byron and Hightower discuss Lena's search for Lucas Burch.</p>","Pregnancy, Abandonment, Gossip, Present_Tense","2939, 2938","0","Verbal > Discussion","","","","",""
"Light in August","LA","77","78","Jefferson Planing Mill","204","2999, 2938","Told","1932-08-06 to 1932-08-20","The Depression (1930-1940)","","","","","","","","","","","","","","“It was a strange thing. I thought that if there","5233","77.02","263.00","<p>Byron tells Hightower about how Lena came to the mill the previous day.</p>","Love, Gossip","","0","Verbal > Discussion","","","","",""
"Light in August","LA","77","77","Hightower House","013","2999, 3905","Narrated","1932-08-07 to 1932-08-21","The Depression (1930-1940)","","","","","","","","","","","","","","They sit facing one another across the desk","5232","77.01","290.00","<p>Byron and Hightower begin a conversation that is already unusual for them because it takes place on a Sunday evening.</p>","Friendship, Conversation, Present_Tense","","0","","","","Domestic Space > Study | Time of Day > Night","",""
"""Tomorrow""","TO","89","89","Jefferson Courthouse and Square","054","2374","Narrated","1918-01-01 to 1918-12-31","World War I(1914-1919)","","","","","","","","","","","","","","the time when he had not been was more than","5231","89.02","21.50","<p>Gavin Stevens was not the county attorney only ""for a short period"" ""more than twenty years ago"" (89).</p>","xx","","0","Legal > Defending | Work > Lawyering","Allusion, Geographical > Harvard University | Allusion, Geographical > Heidelberg, Germany","Education > Law school | Law > Law school | Law > Trial","","Familial > Father-son",""
"The Sound and the Fury","SF","46","46","Compson Inset: Back Yard","367","4050, 4051","Narrated","1928-04-07","The Twenties (1920-1929)","<p>Benjy wants to go towards the swing where Caddy used to play, but Luster will not let him because, ""Miss Quentin and her beau in the swing yonder.""</p>","","","","","","","","","","","","","Luster came back. Wait, he said.","5182","46.03","18.21","<p>Benjy walks toward the swing.</p>","time, consciousness, loss, memory, sexuality","4035, 5775","0","Interaction, Private > Courting | Mental > Misunderstanding | Physical > Intrusion","Narrative > Stream of consciousness narration | Typography/Orthography > Italics","","Domestic Space > Backyard","Familial > Uncle-niece | Hierarchical > Caretaker-mentally challenged person","Objects > Swing | Time > Abrupt shift in time | Time > Return to present time"
"The Sound and the Fury","SF","46","46","Compson Inset: Back Yard","367","4050, 4078","Remembered","1906-01-01 to 1908-12-31","Turn of the Century (1890-1913)","<p>Benjy sneaks out in the dark to go find Caddy.</p>","","","","","","","","","","","","","The kitchen was dark. The trees were black on the sky.","5181","46.02","6.20","<p>Benjy remembers the night when, looking for Caddy, he walks out of the kitchen across the back yard.</p>","time, loss, memory, consciousness, darkness, sexuality","","0","Bodily > Chewing | Bodily > Hiding | Physical > Searching","Narrative > Stream of consciousness narration | Symbolism > Shadows","","Atmospheric > Dark | Atmospheric > Moonlit | Auditory > Insect sounds | Domestic Space > Kitchen | Natural > Grass | Natural > Trees","Hierarchical > Caretaker-mentally challenged person","Animals > Dogs | Time > Abrupt shift in time | Time > Travel back in time"
"The Sound and the Fury","SF","46","46","Compson Inset: Back Yard","367","4050, 4051","Narrated","1928-04-07","The Twenties (1920-1929)","<p>*need to check that Creek is the same as Branch - we might rename Creek as Branch if so, since I don't recall it ever being referred to as Creek. -JN</p>","","","","","","","","","","","","","Where you want to go now, Luster said.","5180","46.01","18.20","<p>Back in the yard Luster decides to try selling the golf ball he found.</p>","time, loss, memory, consciousness, modernity","6301","0","Economic > Scheming | Mental > Thinking | Physical > Searching | Play > Sports Golf","Narrative > Stream of consciousness narration | Typography/Orthography > Italics","","Domestic Space > Backyard","Hierarchical > Caretaker-mentally challenged person | Interracial > White-black","Money > Lost | Objects > Golf ball | Time > Abrupt shift in time | Time > Return to present time"
"The Sound and the Fury","SF","263","263","Compson Inset: House","349","3917","Narrated","1928-04-06","The Twenties (1920-1929)","<p>After Caroline went upstairs for the evening, Jason finished his cigar. He heard Caroline say good night to Quentin. When he went up stairs, he saw the light on in Quentin's room, but he could not hear a sound. He said, ""she studied quiet."" Jason goes to his room and counts the money he hid in a box. Hears Benjy snoring and thinks about Benjy's castration because he chased down a girl in the streets. Jason dreams of making a killing in the stock market, and says, after that ""they can bring all Beale Street and bedlam in here and two of them can sleep in my bed...""</p>","","","","","","","","","","","","","When I finished my cigar and went up, the light","5178","263.01","17.58","<p>Jason retires for the night.  In what may be a nightly ritual, he gets the money he has hidden in his closet and ""counts it again"" - ""again"" because he had come home earlier in the day to count it too (263).</p>","Darkness
Compensation
Money
Castration","4050, 4072, 4035","0","Bodily > Snoring | Mental > Counting","","Health and Illness > Surgical castration","","","Money | Objects > Cigar"
"The Sound and the Fury","SF","255","263","Compson Inset: House","349","4050, 3917, 4072, 4076, 4051, 4035","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Dilsey invites Jason to eat supper, but he does not want to eat at the table alone. He demands that Miss Quentin, at least, comes to the table to eat. Miss Caroline comes down as well. Miss Quentin tells that Jason followed her that day. He denies it, saying he had loaned the car. Caroline demands that Jason and Quentin get along; Quentin blames Jason. She says, ""Whatever I do, it's your fault. If I'm bad, it's because I had to be."" She leaves Caroline and Jason at the table after she announces she wises she were dead. Caroline discloses that she knows Quentin did not go to school that day. They lament how things have turned out with Caddy and Miss Quentin.</p>","","","","","","","","","","","","","I went on into the living room.  I couldn't hear","5177","255.01","17.57","<p>Jason forces Dilsey to get his mother and niece to come to the supper table, then drives Miss Quentin away by taunting her with innuendo.  He and his mother talk over the past, especially the actions of his brother Quentin and Caddy.</p>","Family
Gender Roles
Incest
Sexuality
Propriety","4074, 3945, 4080, 3906, 5775, 6592, 6593, 6594","0","Bodily > Eating supper | Emotional > Cruelty | Emotional > Sulking | Interaction, Private > Domineering | Perceptual > Reading / Researching | Physical > Locking a door | Verbal > Accusatory","","Entertainment > Traveling show | Health and Illness > Smallpox | Mass Media > Newspaper | Religion > Divine judgment | Sexuality > Promiscuity","Domestic Space > Dining room | Time of Year > Easter","Familial > Mother-son | Familial > Uncle-niece","Arrivals/Departures > Slipping out at night | Character > Self-righteousness | Death > Longing for death | Objects > Fire | Objects > Mirror | Values > Propriety"
"""Tomorrow""","TO","101","101","Fentrys' Farm","501","2416, 2404","Told","1901-06-01 to 1901-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""In the next summer him and the boy disappeared.""","5176","101.02","11.00","<p>Pruitt tells about his unsuccessful attempt to find out what happened to Fentry and the boy.</p>","Farming
Plowing","2402, 2401","0","Verbal > Dialogue","","","Time of Day > Morning | Time of Year > Summer","","Arrivals/Departures > Mysterious"
"The Sound and the Fury","SF","252","253","Compson Inset: House","349","4050, 3917, 4076, 4051","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Jason drives home. Though there are no lights on in the house, he knows they will all be looking out the windows. When he enters the house, he teases Luster about having tickets to the show. Luster lets it be known that  he wants the tickets. Jason tells Luster he can have them for a nickel. Dilsey tells Luster to stop begging because Jason would never give him the unused tickets. Jason drops the tickets in the fire.</p>","","","","","","","","","","","","","I drove on home. There were no lights","5175","252.01","17.54","<p>At twilight Jason returns home, thinking about Dilsey, Benjy and Luster.</p>","Homecoming
Christian_Imagery","","0","Movement > Car","Diction > Racist term","","Domestic Space > Gate | Time of Day > Supper","",""
"""Tomorrow""","TO","100","101","Fentry House","159","2416, 2402, 2405, 2404, 2401","Told","1901-08-01 to 1902-05-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""Jackson made his clothes,"" Mrs. Pruitt said.","5174","100.02","10.60","<p>Fentry never left the boy alone except when he went into town to pay their taxes.</p>","Family
Taxes","2826, 2827","0","Domestic > Sewing | Physical > Hiding | Verbal > Storytelling","Allusion, Historical > Jackson, Thomas ""Stonewall"" | Allusion, Historical > Longstreet, James | Figures of Speech > People compared to animals | Figures of Speech > Simile","Clothes > Handmade | Clothes > Rural poverty | Politics > Taxes","Place > Frenchman's Bend","","Animals > Dogs | Naming > Named for historical figure"
"""Tomorrow""","TO","100","100","Fentrys' Farm","501","2416, 2402, 2404, 2401","Told","1901-08-01 to 1901-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","In the late summer he could walk pretty good","5173","100.01","10.40","<p>As a toddler ""Buck Thorpe"" helps the Fentry's work their farm.</p>","Farming
Weeding","","0","Agricultural > Chopping | Verbal > Storytelling","","","Time of Year > Summer","Familial > Father-son",""
"""Tomorrow""","TO","99","100","Fentrys' Farm","501","2416, 2402, 2404, 2401","Told","1901-03-01 to 1901-06-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","next spring him and the old man done the work","5172","99.02","10.20","<p>The Fentrys, father and son, begin raising the boy from Frenchman's Bend.</p>","Family
Farming","","0","Agricultural > Plowing | Domestic > Child care | Verbal > Storytelling | Work > Farming","Diction > Rural vernacular | Figures of Speech > Simile","Ethnicity > Native American","Time of Year > Spring","Familial > Father-son",""
"The Sound and the Fury","SF","251","252","Jefferson Drugstore","073","3917, 4237","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","I went in and got a couple of cigars.","5171","251.02","17.53","<p>After Jason leaves work, he goes to the drugstore for cigars, has a second ""shot"" for his headache(251), and talks with a man named Mac about Babe Ruth and the New York Yankees.</p>","Sport_Baseball
Yankees","7654, 4238","0","","Allusion, Historical > Ruth, George Herman ""Babe""","Entertainment > Baseball | Health and Illness > Headache | Health and Illness > Medicine","Place > Drugstore / pharmacy | Time of Day > Twilight","","Animals > Sparrow | Objects > Cigar"
"The Sound and the Fury","SF","251","251","Jefferson Courthouse and Square","054","3917, 4217","Narrated","1928-04-06","The Twenties (1920-1929)","<p>When Jason leaves the store, he sees the Ford, but he decides he has had enough of chasing Miss Quentin. Jason muses he may teach Luster how to drive so Luster can chase after Miss Quentin while he stays at home ""to play with Benjy.""</p>","","","","","","","","","","","","","The square was empty. Earl was back closing","5170","251.01","17.52","<p>Earl locks up the store.  Jason looks around the empty town square.</p>","Car_Ford
Animal_Birds
Twilight","4050, 4051, 4035","0","Movement > Walking","Allusion, Historical > Ford, Henry","Entertainment > Traveling show | Technology > Car","Auditory > Birdsong | Auditory > Clock chiming | Public > Drugstore","","Animals > Sparrow"
